Title,Category,Best Paper
A Study of Educational Data Mining: Evidence from a Thai University,AI,False
AutoZOOM: Autoencoder-Based Zeroth Order Optimization Method for Attacking Black-Box Neural Networks,AI,False
Knowledge Tracing Machines: Factorization Machines for Knowledge Tracing,AI,False
Forbidden Nodes Aware Community Search,AI,False
Bidirectional Inference Networks:A Class of Deep Bayesian Networks for Health Profiling,AI,False
DeepETA: A Spatial-Temporal Sequential Neural Network Model for Estimating Time of Arrival in Package Delivery System,AI,False
Zero Shot Learning for Code Education: Rubric Sampling with Deep Learning Inference,AI,True
Detecting Incongruity between News Headline and Body Text via a Deep Hierarchical Encoder,AI,False
EnsNet: Ensconce Text in the Wild,AI,False
Weakly-Supervised Simultaneous Evidence Identification and Segmentation for Automated Glaucoma Diagnosis,AI,False
A Neural Multi-Task Learning Framework to Jointly Model Medical Named Entity Recognition and Normalization,AI,False
Exploiting Time-Series Image-to-Image Translation to Expand the Range of Wildlife Habitat Analysis,AI,False
Adversarial Unsupervised Representation Learning for Activity Time-Series,AI,False
Beyond Speech: Generalizing D-Vectors for Biometric Verification,AI,False
Deep Latent Generative Models for Energy Disaggregation,AI,False
Predicting Concrete and Abstract Entities in Modern Poetry,AI,False
Synergistic Image and Feature Adaptation: Towards Cross-Modality Domain Adaptation for Medical Image Segmentation,AI,False
Region-Based Message Exploration over Spatio-Temporal Data Streams,AI,False
Deriving Subgoals Autonomously to Accelerate Learning in Sparse Reward Domains,AI,False
Dynamic Spatial-Temporal Graph Convolutional Neural Networks for Traffic Forecasting,AI,False
Turbo Learning Framework for Human-Object Interactions Recognition and Human Pose Estimation,AI,False
Efficient Region Embedding with Multi-View Spatial Networks: A Perspective of Locality-Constrained Spatial Autocorrelations,AI,False
VidyutVanika: A Reinforcement Learning Based Broker Agent for a Power Trading Competition,AI,False
Attention Based Spatial-Temporal Graph Convolutional Networks for Traffic Flow Forecasting,AI,False
Deep Reinforcement Learning for Syntactic Error Repair in Student Programs,AI,False
Exploiting Sentence Embedding for Medical Question Answering,AI,False
Cash-Out User Detection Based on Attributed Heterogeneous Information Network with a Hierarchical Attention Mechanism,AI,False
Combo-Action: Training Agent For FPS Game with Auxiliary Tasks,AI,False
Connecting the Digital and Physical World: Improving the Robustness of Adversarial Attacks,AI,False
A Memetic Approach for Sequential Security Games on a Plane with Moving Targets,AI,False
Crash to Not Crash: Learn to Identify Dangerous Vehicles Using a Simulator,AI,False
Traffic Updates: Saying a Lot While Revealing a Little,AI,False
Adversarial Learning for Weakly-Supervised Social Network Alignment,AI,False
Learning Heterogeneous Spatial-Temporal Representation for Bike-Sharing Demand Prediction,AI,False
SEGAN: Structure-Enhanced Generative Adversarial Network for Compressed Sensing MRI Reconstruction,AI,False
DeepSTN+: Context-Aware Spatial-Temporal Neural Network for Crowd Flow Prediction in Metropolis,AI,False
Perceptual-Sensitive GAN for Generating Adversarial Patches,AI,False
Joint Representation Learning for Multi-Modal Transportation Recommendation,AI,False
DeepFuzz: Automatic Generation of Syntax Valid C Programs for Fuzz Testing,AI,False
Molecular Property Prediction: A Multilevel Quantum Interactions Modeling Perspective,AI,False
Play as You Like: Timbre-Enhanced Multi-Modal Music Style Transfer,AI,False
AffinityNet: Semi-Supervised Few-Shot Learning for Disease Type Prediction,AI,False
